Quiz_Score,Group_Score,Research_Score,Seatwork_Score,Target_Quadrant
0.94,0.0,0.5,0.83,Distributed-Individual
0.58,0.0,0.5,0.62,Distributed-Individual
0.76,0.5,0.5,0.59,Distributed-Individual
0.47,0.0,0.5,0.78,Hierarchical-Individual
0.94,0.0,0.5,0.83,Distributed-Individual
0.58,0.0,0.5,0.62,Distributed-Individual
0.76,0.5,0.5,0.59,Distributed-Individual
0.91,0.5,0.75,0.72,Distributed-Collective
1.0,0.5,0.75,0.86,Distributed-Collective
0.53,1.0,0.75,0.79,Hierarchical-Individual
0.48,0.5,0.75,0.93,Hierarchical-Individual
0.67,0.5,0.4318,0.65,Hierarchical-Collective
0.83,1.0,0.4318,0.85,Distributed-Individual
0.67,0.0,0.4318,0.65,Hierarchical-Collective
0.83,0.5,0.4318,0.85,Distributed-Individual
0.67,0.5,0.4318,0.65,Hierarchical-Collective
0.83,1.0,0.4318,0.85,Distributed-Individual
0.67,0.5,0.4318,0.65,Hierarchical-Collective
0.83,1.0,0.4318,0.85,Distributed-Individual
0.67,0.0,0.4318,0.65,Hierarchical-Collective
0.83,0.5,0.4318,0.85,Distributed-Individual
0.67,0.0,0.4318,0.65,Hierarchical-Collective
0.83,0.5,0.4318,0.85,Distributed-Individual
0.67,0.5,0.4318,0.65,Hierarchical-Collective
0.83,1.0,0.4318,0.85,Distributed-Individual
0.67,0.0,0.4318,0.65,Hierarchical-Collective
0.83,0.5,0.4318,0.85,Distributed-Individual
0.64,0.5,0.6364,0.5,Hierarchical-Individual
0.91,0.5,0.6364,0.67,Distributed-Individual
0.64,0.0,0.6364,0.5,Hierarchical-Individual
0.91,0.0,0.6364,0.67,Distributed-Individual
0.45,0.5,0.2045,0.79,Distributed-Individual
0.7,0.5,0.2045,0.96,Hierarchical-Individual
0.45,1.0,0.2045,0.79,Distributed-Individual
0.7,1.0,0.2045,0.96,Hierarchical-Individual
0.89,1.0,0.1818,0.81,Distributed-Individual
0.9,0.5,0.1818,0.64,Distributed-Individual
0.46,1.0,0.2955,0.53,Hierarchical-Collective
0.74,0.5,0.2955,0.66,Distributed-Individual
0.46,1.0,0.2955,0.53,Hierarchical-Collective
0.74,0.5,0.2955,0.66,Distributed-Individual
0.46,1.0,0.2955,0.53,Hierarchical-Collective
0.74,0.5,0.2955,0.66,Distributed-Individual
0.75,0.5,0.5455,0.54,Hierarchical-Collective
0.75,0.0,0.5455,0.54,Hierarchical-Collective
0.93,0.0,0.25,0.77,Hierarchical-Collective
0.93,0.5,0.25,0.77,Hierarchical-Collective
0.56,0.5,0.25,0.69,Hierarchical-Collective
0.43,0.0,0.25,0.82,Hierarchical-Collective
0.4,0.0,0.25,0.72,Distributed-Individual
0.56,1.0,0.25,0.69,Hierarchical-Collective
0.43,0.5,0.25,0.82,Hierarchical-Collective
0.4,0.5,0.25,0.72,Distributed-Individual
0.56,1.0,0.25,0.69,Hierarchical-Collective
0.43,0.5,0.25,0.82,Hierarchical-Collective
0.4,0.5,0.25,0.72,Distributed-Individual
0.79,1.0,0.2727,0.86,Hierarchical-Individual
0.5,0.5,0.5227,0.94,Distributed-Individual
0.61,0.5,0.5227,0.73,Hierarchical-Collective
0.5,1.0,0.5227,0.94,Distributed-Individual
0.61,1.0,0.5227,0.73,Hierarchical-Collective
0.5,0.5,0.5227,0.94,Distributed-Individual
0.61,0.5,0.5227,0.73,Hierarchical-Collective
0.5,1.0,0.5227,0.94,Distributed-Individual
0.61,1.0,0.5227,0.73,Hierarchical-Collective
0.62,1.0,0.3864,0.67,Hierarchical-Individual
0.62,0.5,0.3864,0.67,Hierarchical-Individual
0.62,1.0,0.3864,0.67,Hierarchical-Individual
0.84,0.5,0.4545,0.78,Distributed-Collective
0.74,0.5,0.4545,0.76,Distributed-Collective
1.0,0.5,0.4545,0.83,Distributed-Collective
0.4,0.5,0.4545,0.51,Distributed-Individual
0.96,0.5,0.4545,0.77,Hierarchical-Individual
0.45,0.5,0.4545,0.67,Distributed-Collective
0.84,1.0,0.4545,0.78,Distributed-Collective
0.74,1.0,0.4545,0.76,Distributed-Collective
1.0,1.0,0.4545,0.83,Distributed-Collective
0.4,1.0,0.4545,0.51,Distributed-Individual
0.96,1.0,0.4545,0.77,Hierarchical-Individual
0.45,1.0,0.4545,0.67,Distributed-Collective
0.84,1.0,0.4545,0.78,Distributed-Collective
0.74,1.0,0.4545,0.76,Distributed-Collective
1.0,1.0,0.4545,0.83,Distributed-Collective
0.4,1.0,0.4545,0.51,Distributed-Individual
0.96,1.0,0.4545,0.77,Hierarchical-Individual
0.45,1.0,0.4545,0.67,Distributed-Collective
0.84,0.5,0.4545,0.78,Distributed-Collective
0.74,0.5,0.4545,0.76,Distributed-Collective
1.0,0.5,0.4545,0.83,Distributed-Collective
0.4,0.5,0.4545,0.51,Distributed-Individual
0.96,0.5,0.4545,0.77,Hierarchical-Individual
0.45,0.5,0.4545,0.67,Distributed-Collective
0.79,0.0,0.5682,0.67,Distributed-Collective
0.79,0.5,0.5682,0.67,Distributed-Collective
0.96,1.0,0.3636,0.5,Distributed-Collective
0.76,1.0,0.3636,0.6,Distributed-Individual
0.46,1.0,0.3636,0.68,Hierarchical-Individual
0.45,1.0,0.3636,0.82,Distributed-Individual
0.66,1.0,0.3636,0.96,Distributed-Individual
0.96,0.5,0.3636,0.5,Distributed-Collective
0.76,0.5,0.3636,0.6,Distributed-Individual
0.46,0.5,0.3636,0.68,Hierarchical-Individual
0.45,0.5,0.3636,0.82,Distributed-Individual
0.66,0.5,0.3636,0.96,Distributed-Individual
0.96,1.0,0.3636,0.5,Distributed-Collective
0.76,1.0,0.3636,0.6,Distributed-Individual
0.46,1.0,0.3636,0.68,Hierarchical-Individual
0.45,1.0,0.3636,0.82,Distributed-Individual
0.66,1.0,0.3636,0.96,Distributed-Individual
0.96,1.0,0.3636,0.5,Distributed-Collective
0.76,1.0,0.3636,0.6,Distributed-Individual
0.46,1.0,0.3636,0.68,Hierarchical-Individual
0.45,1.0,0.3636,0.82,Distributed-Individual
0.66,1.0,0.3636,0.96,Distributed-Individual
0.96,1.0,0.3636,0.5,Distributed-Collective
0.76,1.0,0.3636,0.6,Distributed-Individual
0.46,1.0,0.3636,0.68,Hierarchical-Individual
0.45,1.0,0.3636,0.82,Distributed-Individual
0.66,1.0,0.3636,0.96,Distributed-Individual
0.76,0.0,0.6591,0.75,Distributed-Individual
1.0,0.5,0.6591,0.59,Distributed-Individual
0.78,0.5,0.6591,0.74,Hierarchical-Individual
0.76,0.5,0.6591,0.75,Distributed-Individual
1.0,1.0,0.6591,0.59,Distributed-Individual
0.78,1.0,0.6591,0.74,Hierarchical-Individual
0.49,0.5,0.6818,0.66,Hierarchical-Individual
0.65,0.5,0.5909,0.88,Distributed-Individual
0.93,0.5,0.5909,0.95,Hierarchical-Collective
0.65,0.5,0.5909,0.88,Distributed-Individual
0.93,0.5,0.5909,0.95,Hierarchical-Collective
0.65,0.0,0.5909,0.88,Distributed-Individual
0.93,0.0,0.5909,0.95,Hierarchical-Collective
0.65,0.0,0.5909,0.88,Distributed-Individual
0.93,0.0,0.5909,0.95,Hierarchical-Collective
0.43,0.5,0.5227,0.89,Hierarchical-Collective
1.0,0.5,0.5227,0.81,Hierarchical-Individual
0.63,0.5,0.5227,0.54,Hierarchical-Collective
0.65,1.0,0.5227,0.93,Distributed-Individual
0.7,0.5,0.5227,0.65,Distributed-Individual
0.5,0.5,0.5227,0.67,Distributed-Collective
0.9,0.5,0.5227,0.89,Hierarchical-Collective
0.51,1.0,0.5227,0.95,Distributed-Collective
0.68,1.0,0.5227,0.67,Hierarchical-Individual
0.43,0.5,0.5227,0.89,Hierarchical-Collective
1.0,0.5,0.5227,0.81,Hierarchical-Individual
0.63,0.5,0.5227,0.54,Hierarchical-Collective
0.65,1.0,0.5227,0.93,Distributed-Individual
0.7,0.5,0.5227,0.65,Distributed-Individual
0.5,0.5,0.5227,0.67,Distributed-Collective
0.9,0.5,0.5227,0.89,Hierarchical-Collective
0.51,1.0,0.5227,0.95,Distributed-Collective
0.68,1.0,0.5227,0.67,Hierarchical-Individual
0.43,0.0,0.5227,0.89,Hierarchical-Collective
1.0,0.0,0.5227,0.81,Hierarchical-Individual
0.63,0.0,0.5227,0.54,Hierarchical-Collective
0.65,0.5,0.5227,0.93,Distributed-Individual
0.7,0.0,0.5227,0.65,Distributed-Individual
0.5,0.0,0.5227,0.67,Distributed-Collective
0.9,0.0,0.5227,0.89,Hierarchical-Collective
0.51,0.5,0.5227,0.95,Distributed-Collective
0.68,0.5,0.5227,0.67,Hierarchical-Individual
0.43,0.5,0.5227,0.89,Hierarchical-Collective
1.0,0.5,0.5227,0.81,Hierarchical-Individual
0.63,0.5,0.5227,0.54,Hierarchical-Collective
0.65,1.0,0.5227,0.93,Distributed-Individual
0.7,0.5,0.5227,0.65,Distributed-Individual
0.5,0.5,0.5227,0.67,Distributed-Collective
0.9,0.5,0.5227,0.89,Hierarchical-Collective
0.51,1.0,0.5227,0.95,Distributed-Collective
0.68,1.0,0.5227,0.67,Hierarchical-Individual
0.43,0.0,0.5227,0.89,Hierarchical-Collective
1.0,0.0,0.5227,0.81,Hierarchical-Individual
0.63,0.0,0.5227,0.54,Hierarchical-Collective
0.65,0.5,0.5227,0.93,Distributed-Individual
0.7,0.0,0.5227,0.65,Distributed-Individual
0.5,0.0,0.5227,0.67,Distributed-Collective
0.9,0.0,0.5227,0.89,Hierarchical-Collective
0.51,0.5,0.5227,0.95,Distributed-Collective
0.68,0.5,0.5227,0.67,Hierarchical-Individual
0.9,1.0,0.25,0.94,Distributed-Collective
0.9,1.0,0.25,0.94,Distributed-Collective
0.9,0.5,0.25,0.94,Distributed-Collective
0.72,0.5,0.3182,0.52,Hierarchical-Collective
0.72,0.5,0.3182,0.52,Hierarchical-Collective
0.72,1.0,0.3182,0.52,Hierarchical-Collective
0.88,0.0,0.5,0.75,Distributed-Collective
0.88,0.5,0.5,0.75,Distributed-Collective
0.88,0.5,0.5,0.75,Distributed-Collective
0.88,0.0,0.5,0.75,Distributed-Collective
0.81,0.0,0.8864,0.89,Hierarchical-Individual
0.7,0.0,0.8864,0.91,Hierarchical-Collective
0.54,0.0,0.8864,0.83,Distributed-Collective
0.4,0.5,0.8864,0.66,Hierarchical-Collective
0.88,0.5,0.8864,0.58,Hierarchical-Collective
0.85,0.5,0.8864,0.62,Distributed-Individual
0.55,0.5,0.5455,0.84,Distributed-Collective
0.56,0.0,0.5455,0.53,Hierarchical-Individual
0.55,1.0,0.5455,0.84,Distributed-Collective
0.56,0.5,0.5455,0.53,Hierarchical-Individual
0.55,1.0,0.5455,0.84,Distributed-Collective
0.56,0.5,0.5455,0.53,Hierarchical-Individual
0.55,0.5,0.5455,0.84,Distributed-Collective
0.56,0.0,0.5455,0.53,Hierarchical-Individual
0.55,0.5,0.5455,0.84,Distributed-Collective
0.56,0.0,0.5455,0.53,Hierarchical-Individual
0.61,0.0,0.5227,0.56,Distributed-Collective
1.0,0.0,0.5227,0.89,Hierarchical-Individual
0.46,0.5,0.5227,0.75,Distributed-Individual
0.54,0.5,0.5227,0.76,Hierarchical-Individual
0.61,0.0,0.5227,0.56,Distributed-Collective
1.0,0.0,0.5227,0.89,Hierarchical-Individual
0.46,0.5,0.5227,0.75,Distributed-Individual
0.54,0.5,0.5227,0.76,Hierarchical-Individual
0.61,0.0,0.5227,0.56,Distributed-Collective
1.0,0.0,0.5227,0.89,Hierarchical-Individual
0.46,0.5,0.5227,0.75,Distributed-Individual
0.54,0.5,0.5227,0.76,Hierarchical-Individual
0.61,0.5,0.5227,0.56,Distributed-Collective
1.0,0.5,0.5227,0.89,Hierarchical-Individual
0.46,1.0,0.5227,0.75,Distributed-Individual
0.54,1.0,0.5227,0.76,Hierarchical-Individual
0.61,0.5,0.5227,0.56,Distributed-Collective
1.0,0.5,0.5227,0.89,Hierarchical-Individual
0.46,1.0,0.5227,0.75,Distributed-Individual
0.54,1.0,0.5227,0.76,Hierarchical-Individual
0.61,0.0,0.5227,0.56,Distributed-Collective
1.0,0.0,0.5227,0.89,Hierarchical-Individual
0.46,0.5,0.5227,0.75,Distributed-Individual
0.54,0.5,0.5227,0.76,Hierarchical-Individual
0.61,0.0,0.5227,0.56,Distributed-Collective
1.0,0.0,0.5227,0.89,Hierarchical-Individual
0.46,0.5,0.5227,0.75,Distributed-Individual
0.54,0.5,0.5227,0.76,Hierarchical-Individual
0.63,0.5,0.5682,0.81,Distributed-Collective
0.9,0.0,0.5682,0.68,Distributed-Collective
0.76,0.5,0.5682,0.67,Distributed-Collective
0.79,0.0,0.5682,0.85,Distributed-Individual
0.97,0.5,0.5682,0.66,Hierarchical-Individual
0.63,1.0,0.5682,0.81,Distributed-Collective
0.9,0.5,0.5682,0.68,Distributed-Collective
0.76,1.0,0.5682,0.67,Distributed-Collective
0.79,0.5,0.5682,0.85,Distributed-Individual
0.97,1.0,0.5682,0.66,Hierarchical-Individual
0.63,1.0,0.5682,0.81,Distributed-Collective
0.9,0.5,0.5682,0.68,Distributed-Collective
0.76,1.0,0.5682,0.67,Distributed-Collective
0.79,0.5,0.5682,0.85,Distributed-Individual
0.97,1.0,0.5682,0.66,Hierarchical-Individual
0.63,1.0,0.5682,0.81,Distributed-Collective
0.9,0.5,0.5682,0.68,Distributed-Collective
0.76,1.0,0.5682,0.67,Distributed-Collective
0.79,0.5,0.5682,0.85,Distributed-Individual
0.97,1.0,0.5682,0.66,Hierarchical-Individual
0.63,1.0,0.5682,0.81,Distributed-Collective
0.9,0.5,0.5682,0.68,Distributed-Collective
0.76,1.0,0.5682,0.67,Distributed-Collective
0.79,0.5,0.5682,0.85,Distributed-Individual
0.97,1.0,0.5682,0.66,Hierarchical-Individual
0.63,1.0,0.5682,0.81,Distributed-Collective
0.9,0.5,0.5682,0.68,Distributed-Collective
0.76,1.0,0.5682,0.67,Distributed-Collective
0.79,0.5,0.5682,0.85,Distributed-Individual
0.97,1.0,0.5682,0.66,Hierarchical-Individual
0.62,1.0,0.7045,0.83,Hierarchical-Individual
0.92,1.0,0.7045,0.5,Hierarchical-Individual
0.85,1.0,0.7045,1.0,Hierarchical-Individual
0.84,1.0,0.7045,0.97,Distributed-Collective
0.9,1.0,0.7045,0.74,Distributed-Collective
0.57,0.5,0.7045,0.92,Hierarchical-Collective
0.92,1.0,0.5455,0.6,Distributed-Collective
0.85,1.0,0.5455,0.96,Hierarchical-Individual
0.97,0.5,0.5455,0.92,Hierarchical-Collective
0.42,1.0,0.5455,0.84,Hierarchical-Individual
0.63,1.0,0.5682,0.55,Hierarchical-Individual
0.97,1.0,0.5682,0.71,Hierarchical-Individual
0.63,0.5,0.5682,0.55,Hierarchical-Individual
0.97,0.5,0.5682,0.71,Hierarchical-Individual
0.63,1.0,0.5682,0.55,Hierarchical-Individual
0.97,1.0,0.5682,0.71,Hierarchical-Individual
0.59,1.0,0.3636,0.69,Distributed-Collective
0.6,0.5,0.3636,0.85,Distributed-Collective
0.81,1.0,0.3636,0.5,Hierarchical-Collective
0.59,1.0,0.3636,0.69,Distributed-Collective
0.6,0.5,0.3636,0.85,Distributed-Collective
0.81,1.0,0.3636,0.5,Hierarchical-Collective
0.59,1.0,0.3636,0.69,Distributed-Collective
0.6,0.5,0.3636,0.85,Distributed-Collective
0.81,1.0,0.3636,0.5,Hierarchical-Collective
0.59,0.5,0.3636,0.69,Distributed-Collective
0.6,0.0,0.3636,0.85,Distributed-Collective
0.81,0.5,0.3636,0.5,Hierarchical-Collective
0.59,0.5,0.3636,0.69,Distributed-Collective
0.6,0.0,0.3636,0.85,Distributed-Collective
0.81,0.5,0.3636,0.5,Hierarchical-Collective
0.59,0.5,0.3636,0.69,Distributed-Collective
0.6,0.0,0.3636,0.85,Distributed-Collective
0.81,0.5,0.3636,0.5,Hierarchical-Collective
0.59,1.0,0.3636,0.69,Distributed-Collective
0.6,0.5,0.3636,0.85,Distributed-Collective
0.81,1.0,0.3636,0.5,Hierarchical-Collective
0.59,1.0,0.3636,0.69,Distributed-Collective
0.6,0.5,0.3636,0.85,Distributed-Collective
0.81,1.0,0.3636,0.5,Hierarchical-Collective
0.59,1.0,0.3636,0.69,Distributed-Collective
0.6,0.5,0.3636,0.85,Distributed-Collective
0.81,1.0,0.3636,0.5,Hierarchical-Collective
0.54,0.5,0.5227,0.69,Distributed-Individual
0.7,0.5,0.5227,0.61,Hierarchical-Individual
0.54,0.5,0.5227,0.69,Distributed-Individual
0.7,0.5,0.5227,0.61,Hierarchical-Individual
0.54,1.0,0.5227,0.69,Distributed-Individual
0.7,1.0,0.5227,0.61,Hierarchical-Individual
0.59,1.0,0.5682,0.74,Hierarchical-Collective
0.59,1.0,0.5682,0.74,Hierarchical-Collective
0.97,0.5,0.6818,0.89,Hierarchical-Collective
0.59,0.5,0.4545,0.78,Hierarchical-Individual
0.71,0.0,0.4545,0.78,Distributed-Collective
0.59,1.0,0.4545,0.78,Hierarchical-Individual
0.71,0.5,0.4545,0.78,Distributed-Collective
0.59,1.0,0.4545,0.78,Hierarchical-Individual
0.71,0.5,0.4545,0.78,Distributed-Collective
0.59,0.5,0.4545,0.78,Hierarchical-Individual
0.71,0.0,0.4545,0.78,Distributed-Collective
0.59,0.5,0.4545,0.78,Hierarchical-Individual
0.71,0.0,0.4545,0.78,Distributed-Collective
0.59,1.0,0.4545,0.78,Hierarchical-Individual
0.71,0.5,0.4545,0.78,Distributed-Collective
0.59,1.0,0.4545,0.78,Hierarchical-Individual
0.71,0.5,0.4545,0.78,Distributed-Collective
0.59,0.5,0.4545,0.78,Hierarchical-Individual
0.71,0.0,0.4545,0.78,Distributed-Collective
0.88,0.5,0.5455,0.76,Distributed-Collective
1.0,0.0,0.5455,0.5,Distributed-Individual
0.78,0.5,0.5455,1.0,Distributed-Collective
0.88,1.0,0.5455,0.76,Distributed-Collective
1.0,0.5,0.5455,0.5,Distributed-Individual
0.78,1.0,0.5455,1.0,Distributed-Collective
0.88,0.5,0.5455,0.76,Distributed-Collective
1.0,0.0,0.5455,0.5,Distributed-Individual
0.78,0.5,0.5455,1.0,Distributed-Collective
0.88,1.0,0.5455,0.76,Distributed-Collective
1.0,0.5,0.5455,0.5,Distributed-Individual
0.78,1.0,0.5455,1.0,Distributed-Collective
0.88,0.5,0.5455,0.76,Distributed-Collective
1.0,0.0,0.5455,0.5,Distributed-Individual
0.78,0.5,0.5455,1.0,Distributed-Collective
0.42,1.0,0.25,0.98,Hierarchical-Collective
0.66,1.0,0.25,0.79,Hierarchical-Collective
0.42,0.0,0.4091,0.97,Hierarchical-Individual
0.42,0.0,0.4091,0.97,Hierarchical-Individual
0.42,0.5,0.4091,0.97,Hierarchical-Individual
0.42,0.5,0.4091,0.97,Hierarchical-Individual
0.42,0.5,0.4091,0.97,Hierarchical-Individual
0.42,0.5,0.4091,0.97,Hierarchical-Individual
0.42,0.5,0.4091,0.97,Hierarchical-Individual
0.42,0.0,0.4091,0.97,Hierarchical-Individual
0.95,0.5,0.5227,0.86,Distributed-Collective
0.41,0.5,0.5227,0.7,Distributed-Individual
0.44,1.0,0.5227,0.93,Hierarchical-Individual
0.62,1.0,0.5227,0.74,Distributed-Collective
0.95,0.0,0.5227,0.86,Distributed-Collective
0.41,0.0,0.5227,0.7,Distributed-Individual
0.44,0.5,0.5227,0.93,Hierarchical-Individual
0.62,0.5,0.5227,0.74,Distributed-Collective
0.95,0.5,0.5227,0.86,Distributed-Collective
0.41,0.5,0.5227,0.7,Distributed-Individual
0.44,1.0,0.5227,0.93,Hierarchical-Individual
0.62,1.0,0.5227,0.74,Distributed-Collective
0.95,0.5,0.5227,0.86,Distributed-Collective
0.41,0.5,0.5227,0.7,Distributed-Individual
0.44,1.0,0.5227,0.93,Hierarchical-Individual
0.62,1.0,0.5227,0.74,Distributed-Collective
0.95,0.0,0.5227,0.86,Distributed-Collective
0.41,0.0,0.5227,0.7,Distributed-Individual
0.44,0.5,0.5227,0.93,Hierarchical-Individual
0.62,0.5,0.5227,0.74,Distributed-Collective
0.95,0.5,0.5227,0.86,Distributed-Collective
0.41,0.5,0.5227,0.7,Distributed-Individual
0.44,1.0,0.5227,0.93,Hierarchical-Individual
0.62,1.0,0.5227,0.74,Distributed-Collective
0.47,0.5,0.1591,0.62,Distributed-Collective
0.4,0.5,0.1591,0.65,Hierarchical-Collective
0.73,0.0,0.6136,0.74,Distributed-Collective
0.52,0.5,0.6136,0.5,Hierarchical-Individual
0.73,0.0,0.6136,0.74,Distributed-Collective
0.52,0.5,0.6136,0.5,Hierarchical-Individual
0.73,0.0,0.6136,0.74,Distributed-Collective
0.52,0.5,0.6136,0.5,Hierarchical-Individual
0.83,1.0,0.2045,0.53,Distributed-Collective
0.99,1.0,0.2045,0.64,Distributed-Individual
0.57,1.0,0.2045,0.62,Distributed-Collective
0.83,0.5,0.2045,0.53,Distributed-Collective
0.99,0.5,0.2045,0.64,Distributed-Individual
0.57,0.5,0.2045,0.62,Distributed-Collective
0.83,0.5,0.2045,0.53,Distributed-Collective
0.99,0.5,0.2045,0.64,Distributed-Individual
0.57,0.5,0.2045,0.62,Distributed-Collective
0.83,0.5,0.3182,0.52,Distributed-Individual
0.7,0.0,0.3182,0.97,Distributed-Collective
0.91,0.0,0.3182,0.68,Hierarchical-Individual
0.59,0.0,0.3182,0.6,Hierarchical-Individual
0.83,1.0,0.3182,0.52,Distributed-Individual
0.7,0.5,0.3182,0.97,Distributed-Collective
0.91,0.5,0.3182,0.68,Hierarchical-Individual
0.59,0.5,0.3182,0.6,Hierarchical-Individual
0.83,1.0,0.3182,0.52,Distributed-Individual
0.7,0.5,0.3182,0.97,Distributed-Collective
0.91,0.5,0.3182,0.68,Hierarchical-Individual
0.59,0.5,0.3182,0.6,Hierarchical-Individual
0.83,1.0,0.3182,0.52,Distributed-Individual
0.7,0.5,0.3182,0.97,Distributed-Collective
0.91,0.5,0.3182,0.68,Hierarchical-Individual
0.59,0.5,0.3182,0.6,Hierarchical-Individual
0.83,0.5,0.3182,0.52,Distributed-Individual
0.7,0.0,0.3182,0.97,Distributed-Collective
0.91,0.0,0.3182,0.68,Hierarchical-Individual
0.59,0.0,0.3182,0.6,Hierarchical-Individual
0.83,1.0,0.3182,0.52,Distributed-Individual
0.7,0.5,0.3182,0.97,Distributed-Collective
0.91,0.5,0.3182,0.68,Hierarchical-Individual
0.59,0.5,0.3182,0.6,Hierarchical-Individual
0.83,0.5,0.3182,0.52,Distributed-Individual
0.7,0.0,0.3182,0.97,Distributed-Collective
0.91,0.0,0.3182,0.68,Hierarchical-Individual
0.59,0.0,0.3182,0.6,Hierarchical-Individual
0.49,0.5,0.25,0.92,Hierarchical-Collective
0.59,0.0,0.25,0.87,Distributed-Collective
0.49,1.0,0.25,0.92,Hierarchical-Collective
0.59,0.5,0.25,0.87,Distributed-Collective
0.49,0.5,0.25,0.92,Hierarchical-Collective
0.59,0.0,0.25,0.87,Distributed-Collective
0.98,0.5,0.2273,0.96,Hierarchical-Collective
1.0,1.0,0.2273,0.66,Distributed-Individual
0.71,1.0,0.6591,0.89,Distributed-Collective
0.5,1.0,0.6591,0.94,Hierarchical-Individual
1.0,0.5,0.6591,0.81,Hierarchical-Collective
0.86,1.0,0.2727,0.93,Hierarchical-Collective
0.86,0.5,0.2727,0.93,Hierarchical-Collective
0.86,0.5,0.2727,0.93,Hierarchical-Collective
0.86,1.0,0.2727,0.93,Hierarchical-Collective
0.65,0.5,0.4091,0.63,Distributed-Individual
0.89,1.0,0.4091,0.91,Hierarchical-Individual
0.7,1.0,0.4091,0.71,Distributed-Individual
0.65,0.5,0.4091,0.63,Distributed-Individual
0.89,1.0,0.4091,0.91,Hierarchical-Individual
0.7,1.0,0.4091,0.71,Distributed-Individual
0.65,0.0,0.4091,0.63,Distributed-Individual
0.89,0.5,0.4091,0.91,Hierarchical-Individual
0.7,0.5,0.4091,0.71,Distributed-Individual
0.65,0.0,0.4091,0.63,Distributed-Individual
0.89,0.5,0.4091,0.91,Hierarchical-Individual
0.7,0.5,0.4091,0.71,Distributed-Individual
0.65,0.5,0.4091,0.63,Distributed-Individual
0.89,1.0,0.4091,0.91,Hierarchical-Individual
0.7,1.0,0.4091,0.71,Distributed-Individual
0.65,0.0,0.4091,0.63,Distributed-Individual
0.89,0.5,0.4091,0.91,Hierarchical-Individual
0.7,0.5,0.4091,0.71,Distributed-Individual
0.65,0.5,0.4091,0.63,Distributed-Individual
0.89,1.0,0.4091,0.91,Hierarchical-Individual
0.7,1.0,0.4091,0.71,Distributed-Individual
0.65,1.0,0.3182,0.64,Distributed-Individual
0.55,1.0,0.3182,0.95,Hierarchical-Collective
0.69,0.5,0.5682,0.63,Hierarchical-Collective
0.4,0.0,0.5682,0.55,Distributed-Collective
1.0,0.5,0.5682,0.56,Distributed-Collective
0.69,1.0,0.5682,0.63,Hierarchical-Collective
0.4,0.5,0.5682,0.55,Distributed-Collective
1.0,1.0,0.5682,0.56,Distributed-Collective
0.69,1.0,0.5682,0.63,Hierarchical-Collective
0.4,0.5,0.5682,0.55,Distributed-Collective
1.0,1.0,0.5682,0.56,Distributed-Collective
0.69,0.5,0.5682,0.63,Hierarchical-Collective
0.4,0.0,0.5682,0.55,Distributed-Collective
1.0,0.5,0.5682,0.56,Distributed-Collective
0.49,0.0,0.5909,0.94,Distributed-Collective
0.6,0.0,0.5909,0.55,Hierarchical-Collective
0.49,0.5,0.5909,0.94,Distributed-Collective
0.6,0.5,0.5909,0.55,Hierarchical-Collective
0.81,1.0,0.4091,0.99,Hierarchical-Individual
0.45,1.0,0.4091,0.61,Hierarchical-Collective
0.81,1.0,0.4091,0.99,Hierarchical-Individual
0.45,1.0,0.4091,0.61,Hierarchical-Collective
0.46,0.5,0.2727,0.98,Distributed-Collective
0.63,1.0,0.2727,0.78,Distributed-Collective
0.7,0.5,0.6591,0.8,Distributed-Individual
0.75,0.5,0.6591,0.74,Hierarchical-Collective
0.7,1.0,0.6591,0.8,Distributed-Individual
0.75,1.0,0.6591,0.74,Hierarchical-Collective
0.7,1.0,0.6591,0.8,Distributed-Individual
0.75,1.0,0.6591,0.74,Hierarchical-Collective
0.7,0.5,0.6591,0.8,Distributed-Individual
0.75,0.5,0.6591,0.74,Hierarchical-Collective
1.0,0.5,0.2727,0.51,Hierarchical-Individual
1.0,0.0,0.2727,0.51,Hierarchical-Individual
1.0,0.0,0.2727,0.51,Hierarchical-Individual
0.92,0.5,0.5909,0.68,Hierarchical-Collective
0.92,0.0,0.5909,0.68,Hierarchical-Collective
0.92,0.5,0.5909,0.68,Hierarchical-Collective
0.64,0.0,0.4545,0.78,Hierarchical-Collective
0.77,0.5,0.4545,0.87,Distributed-Collective
0.48,0.0,0.4545,0.77,Distributed-Individual
0.46,0.5,0.4545,0.75,Hierarchical-Collective
0.64,0.5,0.4545,0.78,Hierarchical-Collective
0.77,1.0,0.4545,0.87,Distributed-Collective
0.48,0.5,0.4545,0.77,Distributed-Individual
0.46,1.0,0.4545,0.75,Hierarchical-Collective
0.64,0.0,0.4545,0.78,Hierarchical-Collective
0.77,0.5,0.4545,0.87,Distributed-Collective
0.48,0.0,0.4545,0.77,Distributed-Individual
0.46,0.5,0.4545,0.75,Hierarchical-Collective
0.62,1.0,0.25,0.51,Hierarchical-Individual
0.82,1.0,0.25,0.74,Distributed-Collective
0.62,1.0,0.25,0.51,Hierarchical-Individual
0.82,1.0,0.25,0.74,Distributed-Collective
0.49,0.5,0.5682,0.8,Distributed-Individual
0.48,1.0,0.5682,0.6,Hierarchical-Collective
0.49,0.5,0.5682,0.8,Distributed-Individual
0.48,1.0,0.5682,0.6,Hierarchical-Collective
0.49,0.5,0.5682,0.8,Distributed-Individual
0.48,1.0,0.5682,0.6,Hierarchical-Collective
