hi_score,hc_score,di_score,dc_score,target_quadrant
8,22,11,17,Distributed-Individual
9,22,9,8,Hierarchical-Individual
9,12,20,21,Distributed-Collective
13,15,25,21,Hierarchical-Individual
8,22,11,21,Distributed-Individual
9,22,9,12,Hierarchical-Individual
18,12,16,17,Distributed-Collective
21,15,21,17,Hierarchical-Individual
17,22,7,17,Distributed-Individual
17,22,5,8,Hierarchical-Individual
18,12,12,12,Distributed-Collective
21,15,17,12,Hierarchical-Individual
17,22,5,12,Distributed-Individual
17,22,5,5,Hierarchical-Individual
18,21,15,17,Distributed-Collective
21,12,21,17,Distributed-Collective
19,20,11,17,Distributed-Collective
20,13,22,17,Distributed-Individual
21,20,13,17,Hierarchical-Individual
10,21,11,17,Distributed-Collective
12,12,17,17,Distributed-Collective
11,20,7,17,Distributed-Collective
11,13,18,17,Distributed-Individual
13,20,9,17,Hierarchical-Individual
10,21,15,25,Distributed-Collective
12,12,21,25,Distributed-Collective
11,20,11,25,Distributed-Collective
11,13,22,25,Distributed-Individual
13,20,13,25,Hierarchical-Individual
10,21,7,21,Distributed-Collective
12,12,13,21,Distributed-Collective
11,20,5,21,Distributed-Collective
11,13,14,21,Distributed-Individual
13,20,5,21,Hierarchical-Individual
10,21,7,25,Distributed-Collective
12,12,13,25,Distributed-Collective
11,20,5,25,Distributed-Collective
11,13,14,25,Distributed-Individual
13,20,5,25,Hierarchical-Individual
10,21,15,17,Distributed-Collective
12,12,21,17,Distributed-Collective
11,20,11,17,Distributed-Collective
11,13,22,17,Distributed-Individual
13,20,13,17,Hierarchical-Individual
11,22,15,8,Hierarchical-Individual
14,19,15,8,Hierarchical-Individual
13,23,10,17,Hierarchical-Individual
13,23,15,17,Distributed-Collective
13,21,11,17,Distributed-Collective
11,14,19,8,Hierarchical-Collective
12,19,7,12,Distributed-Collective
12,22,6,21,Hierarchical-Individual
13,13,20,21,Hierarchical-Collective
8,21,9,12,Hierarchical-Individual
10,20,5,21,Hierarchical-Individual
13,21,5,12,Hierarchical-Individual
18,20,9,12,Hierarchical-Individual
21,21,6,5,Hierarchical-Individual
10,20,9,21,Hierarchical-Individual
13,21,6,12,Hierarchical-Individual
8,21,9,21,Distributed-Collective
8,14,17,21,Distributed-Collective
10,19,16,21,Hierarchical-Collective
8,21,5,21,Distributed-Collective
8,14,13,21,Distributed-Collective
10,19,12,21,Hierarchical-Collective
8,21,5,25,Distributed-Collective
8,14,13,25,Distributed-Collective
10,19,12,25,Hierarchical-Collective
16,21,9,8,Distributed-Collective
16,14,17,8,Distributed-Collective
18,19,16,8,Hierarchical-Collective
16,21,5,8,Distributed-Collective
16,14,9,8,Distributed-Collective
18,19,8,8,Hierarchical-Collective
16,21,5,12,Distributed-Collective
16,14,13,12,Distributed-Collective
18,19,12,12,Hierarchical-Collective
8,21,9,17,Distributed-Collective
8,14,17,17,Distributed-Collective
10,19,16,17,Hierarchical-Collective
8,21,5,21,Distributed-Collective
8,14,13,21,Distributed-Collective
10,19,12,21,Hierarchical-Collective
8,21,9,21,Distributed-Collective
8,14,17,21,Distributed-Collective
10,19,16,21,Hierarchical-Collective
17,21,8,12,Distributed-Individual
19,20,11,12,Hierarchical-Individual
17,21,5,17,Distributed-Individual
19,20,7,17,Hierarchical-Individual
9,21,8,21,Distributed-Individual
10,20,11,21,Hierarchical-Individual
10,20,13,21,Hierarchical-Collective
10,20,9,17,Hierarchical-Collective
22,23,5,17,Hierarchical-Collective
17,23,11,12,Hierarchical-Individual
18,15,13,5,Distributed-Collective
9,23,7,25,Hierarchical-Individual
10,15,9,17,Distributed-Collective
9,23,7,17,Hierarchical-Individual
10,15,9,8,Distributed-Collective
17,23,7,8,Hierarchical-Individual
18,15,9,5,Distributed-Collective
17,23,7,8,Hierarchical-Individual
18,15,9,5,Distributed-Collective
9,23,11,21,Hierarchical-Individual
10,15,13,12,Distributed-Collective
9,23,7,25,Hierarchical-Individual
10,15,9,17,Distributed-Collective
17,23,11,17,Hierarchical-Individual
18,15,13,8,Distributed-Collective
20,20,16,8,Distributed-Collective
21,9,21,8,Distributed-Individual
19,22,15,8,Distributed-Collective
12,20,8,21,Distributed-Collective
13,9,13,21,Distributed-Individual
11,22,7,21,Distributed-Collective
20,20,16,8,Distributed-Collective
21,9,21,8,Distributed-Individual
19,22,15,8,Distributed-Collective
12,20,16,21,Distributed-Collective
13,9,21,21,Distributed-Individual
11,22,15,21,Distributed-Collective
20,20,12,12,Distributed-Collective
21,9,17,12,Distributed-Individual
19,22,11,12,Distributed-Collective
6,23,9,17,Hierarchical-Collective
8,22,5,8,Hierarchical-Collective
15,16,15,8,Hierarchical-Individual
15,16,19,12,Hierarchical-Individual
7,16,11,21,Hierarchical-Individual
7,16,15,21,Hierarchical-Individual
7,16,15,17,Hierarchical-Individual
7,16,15,21,Hierarchical-Individual
7,16,11,17,Hierarchical-Individual
15,16,11,8,Hierarchical-Individual
12,15,17,12,Distributed-Collective
8,13,16,12,Distributed-Individual
8,24,5,21,Hierarchical-Individual
10,22,12,21,Distributed-Collective
21,15,12,5,Distributed-Collective
16,13,12,5,Distributed-Individual
16,24,5,8,Hierarchical-Individual
18,22,8,8,Distributed-Collective
12,15,17,8,Distributed-Collective
8,13,16,8,Distributed-Individual
8,24,5,17,Hierarchical-Individual
10,22,12,17,Distributed-Collective
12,15,21,17,Distributed-Collective
8,13,20,17,Distributed-Individual
8,24,8,25,Hierarchical-Individual
10,22,17,25,Distributed-Collective
21,15,17,5,Distributed-Collective
16,13,16,5,Distributed-Individual
16,24,5,8,Hierarchical-Individual
18,22,12,8,Distributed-Collective
12,15,17,12,Distributed-Collective
8,13,16,12,Distributed-Individual
8,24,5,21,Hierarchical-Individual
10,22,12,21,Distributed-Collective
5,11,19,12,Distributed-Collective
5,12,22,21,Hierarchical-Collective
20,12,12,5,Distributed-Collective
18,18,12,12,Hierarchical-Individual
20,12,17,5,Distributed-Collective
18,18,16,12,Hierarchical-Individual
20,12,12,5,Distributed-Collective
18,18,12,12,Hierarchical-Individual
9,19,5,8,Distributed-Collective
10,20,8,8,Distributed-Individual
6,20,9,8,Distributed-Collective
17,19,5,5,Distributed-Collective
18,20,8,5,Distributed-Individual
15,20,9,5,Distributed-Collective
17,19,10,5,Distributed-Collective
18,20,12,5,Distributed-Individual
15,20,13,5,Distributed-Collective
18,19,9,8,Distributed-Individual
17,14,22,8,Distributed-Collective
19,12,22,5,Hierarchical-Individual
16,11,24,8,Hierarchical-Individual
10,19,5,21,Distributed-Individual
8,14,18,21,Distributed-Collective
10,12,18,12,Hierarchical-Individual
8,11,20,21,Hierarchical-Individual
10,19,5,17,Distributed-Individual
8,14,18,17,Distributed-Collective
10,12,18,8,Hierarchical-Individual
8,11,20,17,Hierarchical-Individual
10,19,9,17,Distributed-Individual
8,14,22,17,Distributed-Collective
10,12,22,8,Hierarchical-Individual
8,11,24,17,Hierarchical-Individual
18,19,5,12,Distributed-Individual
17,14,14,12,Distributed-Collective
19,12,13,5,Hierarchical-Individual
16,11,16,12,Hierarchical-Individual
10,19,5,17,Distributed-Individual
8,14,18,17,Distributed-Collective
10,12,18,8,Hierarchical-Individual
8,11,20,17,Hierarchical-Individual
18,19,5,17,Distributed-Individual
17,14,18,17,Distributed-Collective
19,12,18,8,Hierarchical-Individual
16,11,20,17,Hierarchical-Individual
14,23,5,5,Hierarchical-Collective
15,14,14,8,Distributed-Collective
6,23,8,12,Hierarchical-Collective
7,14,18,21,Distributed-Collective
14,23,12,8,Hierarchical-Collective
15,14,22,17,Distributed-Collective
10,16,16,17,Hierarchical-Collective
10,21,9,17,Distributed-Individual
11,23,11,25,Distributed-Collective
10,23,11,25,Hierarchical-Individual
14,14,19,25,Hierarchical-Collective
9,22,5,17,Hierarchical-Collective
18,22,7,12,Hierarchical-Collective
18,22,7,17,Hierarchical-Collective
9,22,11,25,Hierarchical-Collective
9,12,18,17,Distributed-Individual
11,22,10,17,Hierarchical-Individual
9,21,8,17,Distributed-Individual
9,12,18,21,Distributed-Individual
11,22,10,21,Hierarchical-Individual
9,21,8,21,Distributed-Individual
17,12,18,17,Distributed-Individual
19,22,10,17,Hierarchical-Individual
18,21,8,17,Distributed-Individual
17,12,18,12,Distributed-Individual
19,22,10,12,Hierarchical-Individual
18,21,8,12,Distributed-Individual
9,12,18,21,Distributed-Individual
11,22,10,21,Hierarchical-Individual
9,21,8,21,Distributed-Individual
17,12,22,8,Distributed-Individual
19,22,14,8,Hierarchical-Individual
18,21,12,8,Distributed-Individual
9,12,22,21,Distributed-Individual
11,22,14,21,Hierarchical-Individual
9,21,12,21,Distributed-Individual
8,21,6,21,Distributed-Individual
7,24,7,21,Hierarchical-Collective
19,21,12,12,Hierarchical-Collective
16,12,25,12,Distributed-Collective
21,21,10,12,Distributed-Collective
10,21,12,21,Hierarchical-Collective
8,12,25,21,Distributed-Collective
13,21,10,21,Distributed-Collective
10,21,8,21,Hierarchical-Collective
8,12,20,21,Distributed-Collective
13,21,6,21,Distributed-Collective
19,21,8,17,Hierarchical-Collective
16,12,20,17,Distributed-Collective
21,21,6,17,Distributed-Collective
17,14,20,5,Distributed-Collective
18,10,20,8,Hierarchical-Collective
9,14,16,17,Distributed-Collective
10,10,15,25,Hierarchical-Collective
10,22,10,12,Hierarchical-Individual
7,19,10,21,Hierarchical-Collective
10,22,14,8,Hierarchical-Individual
7,19,15,17,Hierarchical-Collective
6,14,13,21,Distributed-Collective
8,21,5,12,Distributed-Collective
20,23,10,12,Distributed-Individual
20,22,10,12,Hierarchical-Collective
11,23,6,21,Distributed-Individual
12,22,6,21,Hierarchical-Collective
11,23,6,21,Distributed-Individual
12,22,6,21,Hierarchical-Collective
20,23,10,12,Distributed-Individual
20,22,10,12,Hierarchical-Collective
11,11,18,21,Hierarchical-Individual
19,11,14,12,Hierarchical-Individual
19,11,18,17,Hierarchical-Individual
13,13,19,12,Hierarchical-Collective
21,13,10,5,Hierarchical-Collective
13,13,10,12,Hierarchical-Collective
17,14,16,12,Hierarchical-Collective
19,23,5,12,Distributed-Collective
16,14,9,12,Distributed-Individual
16,22,8,5,Hierarchical-Collective
9,14,20,17,Hierarchical-Collective
10,23,8,17,Distributed-Collective
8,14,13,17,Distributed-Individual
8,22,12,8,Hierarchical-Collective
17,14,20,8,Hierarchical-Collective
19,23,8,8,Distributed-Collective
16,14,13,8,Distributed-Individual
16,22,12,5,Hierarchical-Collective
7,20,12,8,Hierarchical-Individual
9,22,15,8,Distributed-Collective
7,20,8,8,Hierarchical-Individual
9,22,11,8,Distributed-Collective
9,15,19,25,Distributed-Individual
9,21,15,25,Hierarchical-Collective
9,15,15,21,Distributed-Individual
9,21,10,21,Hierarchical-Collective
9,15,19,21,Distributed-Individual
9,21,15,21,Hierarchical-Collective
9,15,19,25,Distributed-Individual
9,21,15,25,Hierarchical-Collective
9,15,15,17,Distributed-Individual
9,21,10,17,Hierarchical-Collective
9,21,11,25,Hierarchical-Collective
10,19,5,25,Hierarchical-Collective
18,21,15,8,Hierarchical-Collective
18,19,9,8,Hierarchical-Collective
11,21,8,17,Distributed-Collective
11,21,8,17,Hierarchical-Collective
20,21,12,12,Distributed-Collective
19,21,12,12,Hierarchical-Collective
11,21,8,21,Distributed-Collective
11,21,8,21,Hierarchical-Collective
11,21,8,17,Distributed-Collective
11,21,8,17,Hierarchical-Collective
20,21,12,8,Distributed-Collective
19,21,12,8,Hierarchical-Collective
11,21,8,17,Distributed-Collective
11,21,8,17,Hierarchical-Collective
11,21,17,17,Distributed-Collective
11,21,16,17,Hierarchical-Collective
18,12,15,12,Distributed-Collective
19,10,12,12,Hierarchical-Individual
17,22,6,12,Hierarchical-Collective
18,12,19,12,Distributed-Collective
19,10,16,12,Hierarchical-Individual
17,22,10,12,Hierarchical-Collective
11,22,5,17,Hierarchical-Collective
19,22,5,12,Hierarchical-Collective
11,22,5,21,Hierarchical-Collective
11,22,5,17,Hierarchical-Collective
19,22,9,8,Hierarchical-Collective
11,22,5,25,Hierarchical-Collective
19,22,5,12,Hierarchical-Collective
15,19,5,12,Hierarchical-Individual
14,13,14,21,Hierarchical-Individual
13,14,20,21,Hierarchical-Collective
9,14,18,21,Hierarchical-Collective
14,22,9,21,Hierarchical-Collective
9,22,11,21,Hierarchical-Collective
8,13,20,21,Hierarchical-Collective
8,21,10,12,Hierarchical-Individual
8,23,9,21,Distributed-Collective
17,22,11,8,Hierarchical-Collective
17,13,20,8,Hierarchical-Collective
16,21,10,5,Hierarchical-Individual
16,23,9,8,Distributed-Collective
9,22,11,25,Hierarchical-Collective
8,13,20,25,Hierarchical-Collective
8,21,10,17,Hierarchical-Individual
8,23,9,25,Distributed-Collective
9,22,11,25,Hierarchical-Collective
8,13,20,25,Hierarchical-Collective
8,21,10,17,Hierarchical-Individual
8,23,9,25,Distributed-Collective
9,22,11,25,Hierarchical-Collective
8,13,20,25,Hierarchical-Collective
8,21,10,17,Hierarchical-Individual
8,23,9,25,Distributed-Collective
16,20,8,17,Distributed-Collective
17,10,14,8,Hierarchical-Individual
16,20,12,8,Distributed-Collective
17,10,18,5,Hierarchical-Individual
16,20,5,12,Distributed-Collective
17,10,10,5,Hierarchical-Individual
11,22,10,17,Distributed-Individual
12,22,7,8,Hierarchical-Collective
10,12,17,8,Distributed-Collective
11,22,10,21,Distributed-Individual
12,22,7,12,Hierarchical-Collective
10,12,17,12,Distributed-Collective
9,23,5,8,Distributed-Individual
9,22,5,17,Hierarchical-Collective
8,23,5,8,Hierarchical-Individual
8,20,5,8,Distributed-Individual
10,23,6,17,Distributed-Collective
10,23,5,8,Distributed-Collective
9,23,6,12,Distributed-Individual
9,22,5,21,Hierarchical-Collective
8,23,9,12,Hierarchical-Individual
8,20,7,12,Distributed-Individual
10,23,10,21,Distributed-Collective
10,23,5,12,Distributed-Collective
18,23,6,5,Distributed-Individual
17,22,5,8,Hierarchical-Collective
16,23,9,5,Hierarchical-Individual
16,20,7,5,Distributed-Individual
18,23,10,8,Distributed-Collective
18,23,5,5,Distributed-Collective
9,21,12,12,Hierarchical-Individual
17,21,5,8,Hierarchical-Individual
12,23,11,17,Hierarchical-Collective
13,14,17,17,Hierarchical-Collective
9,24,14,21,Hierarchical-Individual
17,24,10,8,Hierarchical-Individual
17,24,14,17,Hierarchical-Individual
17,24,14,17,Hierarchical-Individual
20,11,25,17,Hierarchical-Individual
22,21,15,8,Distributed-Individual
23,20,10,17,Hierarchical-Collective
12,20,12,21,Hierarchical-Individual
13,19,10,21,Distributed-Collective
19,16,16,12,Distributed-Individual
18,23,5,12,Distributed-Individual
19,16,24,12,Distributed-Individual
18,23,13,12,Distributed-Individual
19,16,20,12,Distributed-Individual
18,23,9,12,Distributed-Individual
11,16,20,21,Distributed-Individual
10,23,9,21,Distributed-Individual
11,16,16,21,Distributed-Individual
10,23,5,21,Distributed-Individual
23,22,8,8,Hierarchical-Individual
20,22,6,17,Distributed-Individual
23,23,10,8,Hierarchical-Individual
20,23,5,12,Distributed-Collective
20,23,5,8,Distributed-Collective
12,23,9,17,Distributed-Collective
20,23,5,17,Distributed-Collective
11,23,12,21,Distributed-Individual
11,23,8,21,Distributed-Individual
6,21,9,8,Hierarchical-Individual
8,13,20,17,Hierarchical-Collective
6,21,9,17,Hierarchical-Individual
8,13,20,25,Hierarchical-Collective
14,24,5,12,Hierarchical-Individual
6,24,10,25,Hierarchical-Individual
14,24,10,12,Hierarchical-Individual
6,24,5,25,Hierarchical-Individual
18,12,14,5,Distributed-Collective
18,18,9,8,Distributed-Individual
18,12,18,5,Distributed-Collective
18,18,13,12,Distributed-Individual
18,12,18,5,Distributed-Collective
18,18,13,12,Distributed-Individual
9,12,10,12,Distributed-Collective
10,18,5,21,Distributed-Individual
18,12,14,8,Distributed-Collective
18,18,9,17,Distributed-Individual
16,23,11,12,Distributed-Individual
19,22,12,12,Hierarchical-Individual
16,23,7,8,Distributed-Individual
19,22,8,8,Hierarchical-Individual
16,23,7,12,Distributed-Individual
19,22,8,12,Hierarchical-Individual
10,21,6,21,Distributed-Individual
6,23,8,21,Distributed-Collective
7,21,9,12,Distributed-Individual
18,21,5,17,Distributed-Individual
14,23,5,17,Distributed-Collective
15,21,5,8,Distributed-Individual
18,21,6,12,Distributed-Individual
14,23,8,12,Distributed-Collective
15,21,9,5,Distributed-Individual
8,12,21,12,Distributed-Collective
11,19,9,12,Hierarchical-Individual
8,12,25,17,Distributed-Collective
11,19,13,17,Hierarchical-Individual
8,12,17,8,Distributed-Collective
11,19,5,8,Hierarchical-Individual
14,19,12,12,Hierarchical-Collective
18,16,14,17,Distributed-Collective
16,12,20,8,Distributed-Individual
14,21,11,8,Distributed-Individual
18,16,18,12,Distributed-Collective
16,12,24,5,Distributed-Individual
14,21,15,5,Distributed-Individual
8,22,7,12,Hierarchical-Individual
8,14,18,21,Distributed-Individual
17,22,11,5,Hierarchical-Individual
16,14,22,8,Distributed-Individual
8,22,7,12,Hierarchical-Individual
8,14,18,21,Distributed-Individual
17,22,5,5,Hierarchical-Individual
16,14,14,8,Distributed-Individual
17,22,5,5,Hierarchical-Individual
16,14,14,12,Distributed-Individual
17,22,11,5,Hierarchical-Individual
16,14,22,12,Distributed-Individual
8,22,7,8,Hierarchical-Individual
8,14,18,17,Distributed-Individual
17,22,11,5,Hierarchical-Individual
16,14,22,8,Distributed-Individual
11,22,10,17,Distributed-Individual
11,13,20,8,Distributed-Collective
8,24,11,8,Hierarchical-Individual
19,22,10,17,Distributed-Individual
19,13,20,8,Distributed-Collective
16,24,11,8,Hierarchical-Individual
19,22,6,17,Distributed-Individual
19,13,16,8,Distributed-Collective
16,24,7,8,Hierarchical-Individual
19,22,6,12,Distributed-Individual
19,13,16,5,Distributed-Collective
16,24,7,5,Hierarchical-Individual
11,22,10,17,Distributed-Individual
11,13,20,8,Distributed-Collective
8,24,11,8,Hierarchical-Individual
11,22,10,25,Distributed-Individual
11,13,20,17,Distributed-Collective
8,24,11,17,Hierarchical-Individual
11,22,10,17,Distributed-Individual
11,13,20,8,Distributed-Collective
8,24,11,8,Hierarchical-Individual
6,12,17,25,Hierarchical-Individual
7,19,11,25,Distributed-Collective
9,21,11,25,Hierarchical-Individual
6,22,8,25,Hierarchical-Collective
6,15,17,25,Distributed-Collective
20,14,9,12,Hierarchical-Collective
22,13,14,12,Distributed-Collective
18,19,10,12,Distributed-Collective
19,21,12,12,Distributed-Individual
16,23,12,5,Hierarchical-Individual
18,14,18,5,Distributed-Individual
16,23,8,5,Hierarchical-Individual
18,14,13,5,Distributed-Individual
14,10,20,17,Hierarchical-Individual
13,10,24,8,Hierarchical-Individual
14,22,15,8,Distributed-Collective
14,10,25,8,Hierarchical-Collective
8,23,8,21,Distributed-Individual
6,15,11,12,Distributed-Individual
6,23,5,21,Hierarchical-Individual
8,23,16,21,Distributed-Individual
6,15,20,12,Distributed-Individual
6,23,13,21,Hierarchical-Individual
17,23,16,12,Distributed-Individual
14,15,20,5,Distributed-Individual
14,23,13,12,Hierarchical-Individual
17,23,12,12,Distributed-Individual
14,15,15,5,Distributed-Individual
14,23,9,12,Hierarchical-Individual
17,23,12,8,Distributed-Individual
14,15,15,5,Distributed-Individual
14,23,9,8,Hierarchical-Individual
8,23,8,21,Distributed-Individual
6,15,11,12,Distributed-Individual
6,23,5,21,Hierarchical-Individual
10,20,5,17,Hierarchical-Individual
8,23,7,8,Distributed-Individual
18,20,9,17,Hierarchical-Individual
17,23,15,8,Distributed-Individual
10,20,9,21,Hierarchical-Individual
8,23,15,12,Distributed-Individual
18,20,9,12,Hierarchical-Individual
17,23,15,5,Distributed-Individual
6,19,11,25,Hierarchical-Individual
8,14,22,25,Distributed-Collective
13,14,13,5,Distributed-Collective
18,20,10,12,Hierarchical-Individual
6,24,9,8,Hierarchical-Individual
7,15,22,8,Hierarchical-Collective
6,12,19,17,Hierarchical-Individual
10,21,7,25,Distributed-Individual
12,21,8,17,Hierarchical-Individual
10,25,5,25,Distributed-Individual
8,21,5,25,Hierarchical-Collective
10,22,5,17,Distributed-Individual
18,21,15,12,Distributed-Individual
21,21,16,5,Hierarchical-Individual
19,25,10,12,Distributed-Individual
16,21,10,12,Hierarchical-Collective
18,22,9,5,Distributed-Individual
10,21,11,21,Distributed-Individual
12,21,12,12,Hierarchical-Individual
10,25,5,21,Distributed-Individual
8,21,6,21,Hierarchical-Collective
10,22,5,12,Distributed-Individual
9,21,9,21,Hierarchical-Collective
9,21,13,25,Hierarchical-Collective
17,21,5,12,Hierarchical-Collective
12,21,5,25,Hierarchical-Collective
21,21,5,12,Hierarchical-Collective
21,21,5,12,Hierarchical-Collective
10,20,10,21,Hierarchical-Individual
10,20,10,21,Hierarchical-Individual
18,14,13,5,Distributed-Individual
18,12,16,5,Hierarchical-Collective
10,14,9,8,Distributed-Individual
9,12,12,8,Hierarchical-Collective
12,14,22,12,Hierarchical-Individual
14,12,24,21,Distributed-Collective
11,21,14,25,Hierarchical-Individual
11,18,16,17,Distributed-Collective
19,21,10,17,Hierarchical-Individual
19,18,12,8,Distributed-Collective
10,22,7,21,Distributed-Individual
9,14,20,12,Hierarchical-Individual
10,22,7,21,Distributed-Individual
9,14,20,12,Hierarchical-Individual
12,24,5,12,Distributed-Collective
9,13,15,21,Distributed-Collective
12,22,5,12,Hierarchical-Individual
20,24,5,5,Distributed-Collective
17,13,15,12,Distributed-Collective
20,22,5,5,Hierarchical-Individual
20,24,12,5,Distributed-Collective
17,13,23,12,Distributed-Collective
20,22,9,5,Hierarchical-Individual
12,24,12,8,Distributed-Collective
9,13,23,17,Distributed-Collective
12,22,9,8,Hierarchical-Individual
9,18,9,12,Distributed-Collective
10,19,12,21,Hierarchical-Collective
17,18,9,8,Distributed-Collective
18,19,12,17,Hierarchical-Collective
9,18,9,12,Distributed-Collective
10,19,12,21,Hierarchical-Collective
10,23,7,21,Distributed-Individual
8,21,6,17,Hierarchical-Individual
11,19,11,8,Hierarchical-Collective
7,18,10,17,Hierarchical-Collective
16,21,5,8,Hierarchical-Individual
19,19,7,5,Hierarchical-Collective
16,18,6,8,Hierarchical-Collective
18,10,17,12,Distributed-Individual
19,12,16,12,Hierarchical-Collective
15,10,20,12,Hierarchical-Individual
9,10,21,17,Distributed-Individual
11,12,20,17,Hierarchical-Collective
7,10,24,17,Hierarchical-Individual
9,10,21,17,Distributed-Individual
11,12,20,17,Hierarchical-Collective
7,10,24,17,Hierarchical-Individual
10,21,13,17,Hierarchical-Collective
8,24,9,25,Distributed-Individual
10,21,9,17,Hierarchical-Collective
8,24,5,25,Distributed-Individual
9,11,20,8,Distributed-Individual
17,11,15,5,Distributed-Individual
16,21,5,12,Hierarchical-Collective
17,14,13,12,Distributed-Collective
16,21,5,12,Hierarchical-Collective
17,14,17,12,Distributed-Collective
7,21,9,17,Hierarchical-Collective
8,14,21,17,Distributed-Collective
17,13,20,8,Hierarchical-Individual
20,23,15,5,Hierarchical-Collective
17,21,17,5,Hierarchical-Individual
8,13,16,17,Hierarchical-Individual
12,23,11,8,Hierarchical-Collective
8,21,12,8,Hierarchical-Individual
8,13,20,21,Hierarchical-Individual
12,23,15,12,Hierarchical-Collective
8,21,17,12,Hierarchical-Individual
11,19,10,17,Distributed-Collective
11,21,8,8,Distributed-Collective
11,19,10,25,Distributed-Collective
11,21,8,17,Distributed-Collective
11,19,6,21,Distributed-Collective
11,21,5,12,Distributed-Collective
8,10,15,12,Distributed-Individual
8,14,15,21,Hierarchical-Individual
6,21,11,21,Distributed-Collective
9,19,5,12,Distributed-Collective
7,21,5,17,Distributed-Collective
9,21,5,25,Distributed-Collective
7,23,5,25,Hierarchical-Individual
10,23,5,17,Distributed-Individual
15,21,5,5,Distributed-Collective
17,21,5,8,Distributed-Collective
16,23,5,8,Hierarchical-Individual
19,23,5,5,Distributed-Individual
7,21,8,12,Distributed-Collective
9,21,9,21,Distributed-Collective
7,23,5,21,Hierarchical-Individual
10,23,5,12,Distributed-Individual
12,22,8,8,Hierarchical-Collective
9,14,16,17,Hierarchical-Collective
12,20,5,17,Distributed-Individual
20,22,8,5,Hierarchical-Collective
18,14,16,12,Hierarchical-Collective
20,20,5,12,Distributed-Individual
12,22,8,17,Hierarchical-Collective
9,14,16,25,Hierarchical-Collective
12,20,5,25,Distributed-Individual
12,22,8,17,Hierarchical-Collective
9,14,16,25,Hierarchical-Collective
12,20,5,25,Distributed-Individual
20,22,8,5,Hierarchical-Collective
18,14,16,12,Hierarchical-Collective
20,20,5,12,Distributed-Individual
9,22,11,8,Hierarchical-Individual
13,20,9,8,Hierarchical-Collective
12,21,15,8,Hierarchical-Collective
14,21,9,8,Distributed-Individual
13,21,10,17,Distributed-Individual
9,22,11,12,Hierarchical-Individual
13,20,9,12,Hierarchical-Collective
12,21,15,12,Hierarchical-Collective
14,21,9,12,Distributed-Individual
13,21,10,21,Distributed-Individual
21,12,17,12,Distributed-Collective
13,12,17,21,Distributed-Collective
13,12,17,21,Distributed-Collective
19,15,15,5,Distributed-Individual
11,15,11,17,Distributed-Individual
11,15,15,8,Distributed-Individual
11,15,15,8,Distributed-Individual
17,19,5,12,Distributed-Collective
17,19,5,5,Hierarchical-Collective
19,21,8,12,Distributed-Collective
17,19,12,8,Distributed-Collective
17,19,9,5,Hierarchical-Collective
19,21,16,8,Distributed-Collective
17,21,14,12,Hierarchical-Individual
16,22,12,12,Distributed-Individual
15,18,12,12,Hierarchical-Individual
18,20,16,5,Distributed-Individual
11,12,19,21,Distributed-Individual
10,23,13,12,Distributed-Collective
11,11,20,21,Hierarchical-Individual
22,14,18,5,Hierarchical-Collective
17,18,11,12,Hierarchical-Individual
18,15,20,5,Hierarchical-Collective
5,23,11,12,Hierarchical-Individual
5,23,11,21,Hierarchical-Individual
18,16,20,12,Hierarchical-Collective
17,22,16,5,Hierarchical-Collective
15,12,20,12,Hierarchical-Individual
18,16,20,8,Hierarchical-Collective
17,22,16,5,Hierarchical-Collective
15,12,20,8,Hierarchical-Individual
18,16,16,12,Hierarchical-Collective
17,22,12,5,Hierarchical-Collective
15,12,15,12,Hierarchical-Individual
10,16,20,21,Hierarchical-Collective
9,22,16,12,Hierarchical-Collective
7,12,20,21,Hierarchical-Individual
10,14,12,17,Hierarchical-Collective
10,14,13,25,Hierarchical-Individual
11,13,16,25,Distributed-Individual
8,22,8,25,Distributed-Collective
11,24,6,17,Hierarchical-Individual
10,14,17,17,Hierarchical-Collective
10,14,18,25,Hierarchical-Individual
11,13,20,25,Distributed-Individual
8,22,12,25,Distributed-Collective
11,24,10,17,Hierarchical-Individual
10,14,8,8,Hierarchical-Collective
10,14,9,17,Hierarchical-Individual
11,13,12,17,Distributed-Individual
8,22,5,17,Distributed-Collective
11,24,5,8,Hierarchical-Individual
20,23,13,5,Distributed-Individual
19,21,14,8,Hierarchical-Individual
11,23,13,8,Distributed-Individual
10,21,14,17,Hierarchical-Individual
7,14,19,17,Distributed-Collective
10,13,18,17,Distributed-Individual
7,14,19,25,Distributed-Collective
10,13,18,25,Distributed-Individual
15,14,23,12,Distributed-Collective
18,13,22,12,Distributed-Individual
15,14,15,17,Distributed-Collective
18,13,14,17,Distributed-Individual
11,21,5,17,Hierarchical-Collective
20,21,8,12,Hierarchical-Collective
20,21,8,12,Hierarchical-Collective
20,21,8,8,Hierarchical-Collective
10,21,11,25,Distributed-Collective
10,21,11,21,Distributed-Collective
10,21,11,25,Distributed-Collective
18,21,15,8,Distributed-Collective
20,24,5,8,Distributed-Individual
17,13,10,12,Hierarchical-Collective
17,13,19,17,Hierarchical-Collective
8,13,15,21,Hierarchical-Collective
14,18,13,25,Distributed-Collective
7,13,24,21,Hierarchical-Individual
20,11,10,5,Distributed-Collective
20,13,9,12,Hierarchical-Collective
11,11,15,8,Distributed-Collective
11,13,13,17,Hierarchical-Collective
